date,open,high,low,close,volume
2022-11-04,3601.92,3711.21,3601.92,3688.33,50017616
2022-11-07,3682.46,3719.21,3667.98,3708.8,34448064
2022-11-08,3704.2,3741.29,3695.17,3739.28,27401940
2022-11-09,3735.47,3739.65,3708.51,3728.03,30769548
2022-11-10,3717.69,3849.14,3706.79,3846.56,44833580
2022-11-11,3873.07,3890.25,3859.5,3868.5,38268792
2022-11-14,3873.51,3915.67,3872.21,3887.51,27376984
2022-11-15,3896.29,3932.23,3889.25,3915.09,31088356
2022-11-16,3911.68,3918.97,3873.34,3882.78,29788004
2022-11-17,3890.17,3910.17,3842.87,3878.42,32444536
2022-11-18,3889.56,3940.94,3889.56,3924.84,43431600
2022-11-21,3915.66,3921.95,3896.71,3909.28,0
2022-11-22,3903.8,3935.55,3901.14,3929.9,32160380
2022-11-23,3938.57,3950.14,3925.37,3946.44,28050156
2022-11-24,3948.78,3976.43,3947.16,3961.99,21285452
2022-11-25,3962.26,3975.17,3951.64,3962.41,22532600
2022-11-28,3952.71,3957.56,3925.13,3935.51,26030344
2022-11-29,3941.55,3953.98,3924.56,3934.44,26485776
2022-11-30,3945.71,3972.69,3943.46,3964.72,54927876
2022-12-01,3970.68,4004.19,3968.89,3984.5,35844508
2022-12-02,3974.16,3996.57,3940.52,3977.9,28794928
2022-12-05,3973.45,3977.73,3950.31,3956.53,20318184
2022-12-06,3953.5,3963.51,3924.65,3939.19,26961696
2022-12-07,3929.71,3944.03,3911.46,3920.9,25630516
2022-12-08,3926.17,3931.08,3903.93,3921.27,19982576
2022-12-09,3926.59,3946.5,3905.94,3942.62,26353096
2022-12-12,3931.59,3936.11,3911.67,3921.82,20949178
2022-12-13,3926.36,4035.15,3923.93,3986.83,33650252
2022-12-14,3980.71,3980.71,3955.15,3975.26,26716928
2022-12-15,3950.02,3950.02,3831.21,3835.7,49103264
2022-12-16,3831.0,3837.77,3783.94,3804.02,72865272
2022-12-19,3808.53,3835.63,3808.53,3811.24,22537848
2022-12-20,3790.58,3816.9,3767.26,3802.49,28095296
2022-12-21,3810.87,3874.36,3810.87,3872.15,25091822
2022-12-22,3870.98,3889.7,3817.49,3823.29,20223942
2022-12-23,3823.7,3833.61,3798.74,3817.01,14824603
2022-12-27,3826.99,3854.61,3826.99,3832.89,12768087
2022-12-28,3833.45,3842.22,3805.94,3808.82,13848067
2022-12-29,3803.24,3851.39,3793.25,3850.07,17579324
2022-12-30,3845.92,3845.92,3792.09,3793.62,16362702
2023-01-02,3802.51,3860.74,3802.51,3856.09,19041806
2023-01-03,3852.07,3921.37,3852.07,3882.29,33158792
2023-01-04,3891.04,3975.5,3891.04,3973.97,39907252
2023-01-05,3967.01,3974.61,3950.42,3959.48,26926532
2023-01-06,3959.96,4017.85,3951.93,4017.83,28231776
2023-01-09,4027.51,4080.55,4025.16,4068.62,32735244
2023-01-10,4052.62,4063.29,4042.42,4057.46,26652000
2023-01-11,4062.38,4107.81,4062.38,4099.76,30655692
2023-01-12,4104.14,4144.37,4104.14,4126.68,32437924
2023-01-13,4129.11,4160.97,4129.11,4150.8,31280196
2023-01-16,4155.74,4162.51,4145.27,4157.0,20970788
2023-01-17,4153.93,4193.3,4142.29,4174.33,31147844
2023-01-18,4171.03,4197.47,4171.03,4174.34,29028550
2023-01-19,4156.1,4158.57,4092.57,4094.28,35793776
2023-01-20,4101.64,4126.17,4100.17,4119.9,36594040
2023-01-23,4121.97,4157.13,4121.97,4150.82,27753724
2023-01-24,4154.26,4167.02,4132.24,4153.02,25722584
2023-01-25,4153.63,4158.77,4116.99,4148.11,26034080
2023-01-26,4156.51,4183.56,4156.51,4173.98,32650612
2023-01-27,4177.26,4188.71,4154.53,4178.01,27709076
2023-01-30,4166.75,4166.75,4122.21,4158.63,25851608
2023-01-31,4155.31,4166.17,4124.58,4163.45,43150712
2023-02-01,4168.81,4187.61,4159.01,4171.44,42475036
2023-02-02,4174.33,4245.08,4174.33,4241.12,54602648
2023-02-03,4230.53,4257.98,4206.26,4257.98,54878808
2023-02-06,4246.45,4246.45,4186.66,4205.45,32752064
2023-02-07,4206.39,4218.49,4192.95,4209.31,35774160
2023-02-08,4220.86,4248.38,4208.4,4209.15,30189760
2023-02-09,4226.85,4275.58,4226.85,4250.14,33410816
2023-02-10,4242.36,4242.36,4172.95,4197.94,36749536
2023-02-13,4202.03,4244.62,4202.03,4241.36,25440732
2023-02-14,4244.47,4279.57,4233.73,4238.76,27631832
2023-02-15,4237.0,4283.62,4234.39,4280.04,28253716
2023-02-16,4295.99,4316.17,4269.44,4297.24,36448048
2023-02-17,4283.04,4288.08,4232.25,4274.92,36870748
2023-02-20,4281.72,4284.56,4262.21,4271.18,21108240
2023-02-21,4265.18,4265.29,4210.17,4250.4,27995372
2023-02-22,4245.75,4248.06,4205.93,4242.88,34869904
2023-02-23,4249.95,4282.88,4249.95,4258.16,32482144
2023-02-24,4263.38,4280.14,4171.93,4178.82,45709620
2023-02-27,4191.84,4266.82,4191.84,4248.01,30105028
2023-02-28,4238.46,4268.66,4222.23,4238.38,58920216
2023-03-01,4243.38,4276.06,4206.32,4215.75,36211072
2023-03-02,4204.8,4241.39,4178.65,4240.59,29375162
2023-03-03,4256.81,4298.78,4256.81,4294.8,30523396
2023-03-06,4306.65,4324.27,4295.69,4313.78,26310334
2023-03-07,4306.25,4319.06,4277.82,4278.96,30276904
2023-03-08,4272.37,4298.95,4264.23,4288.45,26861688
2023-03-09,4283.3,4297.56,4257.2,4286.12,28136724
2023-03-10,4256.43,4256.43,4190.98,4229.53,49660528
2023-03-13,4228.32,4229.22,4071.94,4096.54,78069344
2023-03-14,4104.57,4189.08,4088.58,4179.47,52292464
2023-03-15,4175.62,4178.46,4018.3,4034.92,81674088
2023-03-16,4060.41,4135.0,4021.45,4116.98,61730992
2023-03-17,4137.37,4174.67,4042.75,4064.99,91671616
2023-03-20,4054.7,4136.19,3980.94,4119.42,69870016
2023-03-21,4139.89,4206.93,4139.89,4181.6,49518712
2023-03-22,4174.9,4212.81,4167.12,4195.7,37398168
2023-03-23,4195.22,4215.2,4166.0,4207.14,34031228
2023-03-24,4193.16,4193.16,4093.16,4130.62,56567336
2023-03-27,4133.8,4190.14,4133.8,4164.62,34829284
2023-03-28,4169.53,4205.35,4157.11,4168.21,30414060
2023-03-29,4168.61,4233.59,4168.61,4231.27,33769264
2023-03-30,4232.59,4295.32,4232.59,4285.42,29622288
2023-03-31,4285.84,4325.34,4278.31,4315.05,36312216
2023-04-03,4312.99,4329.29,4304.89,4311.05,29102242
2023-04-04,4312.15,4346.95,4311.02,4315.32,28187388
2023-04-05,4316.29,4320.83,4286.21,4298.36,29791784
2023-04-06,4295.55,4313.74,4293.85,4309.45,28509384
2023-04-11,4312.66,4343.92,4312.66,4333.29,30115352
2023-04-12,4332.33,4374.23,4323.67,4334.03,30179764
2023-04-13,4334.67,4363.61,4334.67,4363.24,28715828
2023-04-14,4364.09,4397.58,4363.31,4390.75,35527456
2023-04-17,4392.4,4401.97,4366.22,4367.61,26853824
2023-04-18,4367.62,4407.74,4367.62,4393.95,26674716
2023-04-19,4393.46,4397.16,4373.19,4393.57,25026250
2023-04-20,4391.92,4400.61,4365.91,4384.86,35898744
2023-04-21,4382.06,4408.59,4367.56,4408.59,39170668
2023-04-24,4398.51,4411.67,4387.64,4401.8,24129550
2023-04-25,4393.23,4393.23,4363.98,4377.85,30709548
2023-04-26,4373.21,4373.21,4324.43,4347.71,35478516
2023-04-27,4345.04,4368.95,4327.98,4358.05,27109292
2023-04-28,4353.92,4376.3,4305.63,4359.31,39594928
2023-05-02,4353.41,4372.66,4291.66,4294.85,33749880
2023-05-03,4303.53,4329.03,4303.53,4310.18,27493160
2023-05-04,4280.66,4302.04,4264.41,4287.03,31081570
2023-05-05,4280.92,4340.48,4280.92,4340.43,31872608
2023-05-08,4335.22,4355.41,4334.13,4348.65,19641380
2023-05-09,4344.42,4344.42,4305.31,4323.09,22737184
2023-05-10,4322.65,4332.29,4293.21,4306.76,27260632
2023-05-11,4303.98,4341.59,4281.69,4309.75,29579156
2023-05-12,4304.07,4344.32,4304.07,4317.88,24685966
2023-05-15,4315.85,4338.14,4302.76,4316.41,20446570
2023-05-16,4313.12,4328.78,4298.31,4315.51,22335744
2023-05-17,4313.25,4332.08,4293.57,4323.23,22868736
2023-05-18,4323.04,4380.5,4323.04,4367.45,26322016
2023-05-19,4368.24,4412.88,4368.24,4395.3,32140920
2023-05-22,4384.99,4394.94,4372.93,4385.63,23962916
2023-05-23,4382.99,4383.45,4342.38,4342.38,18704896
2023-05-24,4339.5,4339.5,4250.26,4263.74,34158360
2023-05-25,4264.01,4284.96,4251.29,4269.64,28415884
2023-05-26,4272.85,4346.2,4260.81,4337.5,26473972
2023-05-29,4340.95,4359.86,4314.95,4320.01,14879473
2023-05-30,4314.96,4338.71,4284.11,4291.58,26288524
2023-05-31,4289.1,4289.1,4210.69,4218.04,97322528
2023-06-01,4222.56,4271.37,4222.56,4257.61,26943872
2023-06-02,4259.64,4327.57,4259.64,4323.52,29365384
2023-06-05,4324.1,4333.18,4287.14,4293.24,23336472
2023-06-06,4292.77,4299.0,4275.44,4295.22,22402896
2023-06-07,4294.5,4305.25,4273.28,4291.91,24079984
2023-06-08,4284.09,4305.9,4276.36,4297.68,25602330
2023-06-09,4298.48,4307.42,4275.09,4289.79,20244772
2023-06-12,4291.04,4332.97,4291.04,4316.49,21540020
2023-06-13,4317.75,4352.01,4316.52,4347.55,25599520
2023-06-14,4346.52,4385.84,4343.55,4375.98,31344796
2023-06-15,4373.58,4373.58,4333.64,4365.12,25489760
2023-06-16,4365.74,4410.2,4363.96,4394.82,75504264
2023-06-19,4392.17,4392.17,4356.51,4362.38,22395668
2023-06-20,4361.5,4365.23,4338.35,4343.14,24006468
2023-06-21,4339.47,4350.1,4316.47,4322.75,25127480
2023-06-22,4304.02,4304.59,4261.34,4304.47,25390536
2023-06-23,4296.75,4296.75,4253.15,4271.61,28404310
2023-06-26,4272.1,4294.16,4238.07,4280.57,23755180
2023-06-27,4286.18,4311.12,4272.27,4305.26,23665500
2023-06-28,4313.04,4349.39,4313.04,4344.75,24695732
2023-06-29,4345.23,4371.6,4341.64,4354.69,24417394
2023-06-30,4354.95,4409.5,4346.4,4399.09,39197812
2023-07-03,4401.03,4420.01,4397.76,4398.15,24607076
2023-07-04,4398.05,4412.54,4389.52,4390.99,18592196
2023-07-05,4388.3,4388.3,4342.87,4350.71,24348852
2023-07-06,4349.3,4349.3,4213.81,4223.09,35240612
2023-07-07,4222.73,4257.99,4197.97,4236.6,24779840
2023-07-10,4235.35,4272.49,4217.75,4256.51,17025244
2023-07-11,4257.9,4301.23,4257.9,4286.56,18458532
2023-07-12,4289.01,4367.44,4289.01,4360.46,30452984
2023-07-13,4361.16,4410.28,4361.16,4391.76,27774772
2023-07-14,4389.93,4411.18,4388.76,4400.11,28865136
2023-07-17,4397.33,4397.33,4342.54,4356.79,18521312
2023-07-18,4354.62,4374.63,4345.16,4369.73,20708716
2023-07-19,4370.91,4404.59,4362.09,4362.28,25254532
2023-07-20,4360.92,4376.58,4340.69,4373.73,27574894
2023-07-21,4374.07,4391.41,4355.28,4391.41,26761916
2023-07-24,4386.87,4386.87,4364.26,4383.03,19924266
2023-07-25,4382.49,4399.5,4374.13,4391.3,18477788
2023-07-26,4390.96,4390.96,4312.07,4346.15,32512972
2023-07-27,4347.18,4448.96,4347.18,4447.44,38245840
2023-07-28,4448.6,4476.04,4423.64,4466.5,41694732
2023-07-31,4466.41,4491.51,4458.37,4471.31,30435780
2023-08-01,4469.62,4469.62,4407.11,4407.54,29025964
2023-08-02,4403.04,4403.04,4329.91,4336.5,31188400
2023-08-03,4335.14,4335.14,4279.05,4304.63,28069408
2023-08-04,4306.07,4336.65,4288.8,4332.91,25844544
2023-08-07,4330.23,4341.11,4304.13,4337.5,18241268
2023-08-08,4329.47,4330.22,4259.84,4288.85,58697220
2023-08-09,4289.02,4354.97,4289.02,4317.33,34469116
2023-08-10,4320.92,4402.09,4320.92,4384.04,29362976
2023-08-11,4381.72,4381.72,4311.11,4321.33,21770220
2023-08-14,4318.71,4343.89,4306.26,4330.23,16990720
2023-08-15,4334.07,4336.72,4269.86,4288.57,23268176
2023-08-16,4284.57,4304.09,4268.85,4284.27,18498018
2023-08-17,4281.57,4281.57,4224.78,4227.83,22270068
2023-08-18,4224.45,4224.45,4175.37,4212.95,23253520
2023-08-21,4212.6,4262.17,4212.6,4224.87,20937276
2023-08-22,4226.1,4291.81,4226.1,4260.37,19604772
2023-08-23,4260.97,4294.29,4248.82,4266.67,20544124
2023-08-24,4278.11,4322.08,4229.67,4232.22,22628138
2023-08-25,4230.82,4269.52,4219.99,4236.25,18675560
2023-08-28,4245.6,4299.17,4245.6,4293.69,19004936
2023-08-29,4297.62,4329.29,4291.35,4326.47,22557696
2023-08-30,4326.55,4340.83,4294.62,4315.31,21390898
2023-08-31,4316.16,4336.74,4297.11,4297.11,44880844
2023-09-01,4296.31,4319.99,4282.36,4282.64,23648660
2023-09-04,4286.6,4323.31,4272.06,4279.87,13821379
2023-09-05,4275.92,4286.77,4234.79,4269.16,19961568
2023-09-06,4265.54,4265.54,4224.35,4238.26,27595228
2023-09-07,4235.74,4252.83,4209.98,4221.02,23792064
2023-09-08,4224.13,4244.41,4179.97,4237.19,23027330
2023-09-11,4241.43,4278.96,4241.43,4254.33,27643496
2023-09-12,4258.7,4264.5,4230.64,4242.27,25763744
2023-09-13,4236.92,4238.69,4198.99,4223.48,24763770
2023-09-14,4223.4,4288.23,4205.68,4279.75,39852376
2023-09-15,4287.65,4326.9,4287.65,4295.05,68337264
2023-09-18,4291.08,4291.08,4234.73,4245.88,23664664
2023-09-19,4245.39,4264.14,4230.33,4242.7,19670292
2023-09-20,4242.41,4286.53,4241.57,4275.98,33987440
2023-09-21,4271.1,4271.1,4200.72,4212.59,29527432
2023-09-22,4211.04,4218.69,4178.44,4207.16,27408458
2023-09-25,4204.22,4213.23,4144.71,4167.37,23905328
2023-09-26,4165.03,4165.03,4114.97,4129.18,25884348
2023-09-27,4129.91,4153.43,4121.31,4131.68,21446082
2023-09-28,4131.44,4161.59,4106.48,4161.56,27903448
2023-09-29,4171.33,4215.28,4171.33,4174.66,27198944
2023-10-02,4181.62,4204.17,4119.45,4137.63,25582112
2023-10-03,4124.98,4146.47,4091.0,4095.59,29719554
2023-10-04,4084.78,4126.6,4061.94,4099.85,30296288
2023-10-05,4104.17,4122.52,4092.03,4099.81,21890860
2023-10-06,4106.16,4144.66,4094.01,4144.43,26042402
2023-10-09,4139.51,4139.51,4097.94,4112.57,24824640
2023-10-10,4118.46,4208.43,4118.46,4205.23,26945486
2023-10-11,4203.84,4217.0,4172.91,4200.8,25125608
2023-10-12,4202.79,4234.49,4193.98,4198.23,28124604
2023-10-13,4197.3,4198.1,4133.13,4136.12,29475848
2023-10-16,4137.07,4163.4,4110.83,4149.86,22046272
2023-10-17,4148.09,4163.1,4111.52,4152.32,19074824
2023-10-18,4152.53,4161.5,4099.9,4105.86,22690462
2023-10-19,4104.79,4109.81,4069.29,4090.33,31261460
2023-10-20,4077.44,4077.44,4024.68,4024.68,37662204
2023-10-23,4025.48,4044.62,3993.1,4041.75,26974400
2023-10-24,4045.42,4074.32,4026.65,4065.37,25258876
2023-10-25,4062.34,4082.49,4040.51,4073.35,22484754
2023-10-26,4070.75,4070.75,4017.74,4049.4,27690664
2023-10-27,4056.1,4068.52,4006.64,4014.36,24394696
2023-10-30,4023.42,4050.98,4023.42,4028.32,25448644
2023-10-31,4030.83,4073.49,4026.93,4061.12,33313948
2023-11-01,4069.65,4103.65,4049.87,4091.71,28092932
2023-11-02,4102.09,4188.31,4102.09,4169.62,35274520
2023-11-03,4175.85,4195.96,4163.86,4174.67,35837352
2023-11-06,4178.32,4188.65,4152.08,4158.64,25431890
2023-11-07,4150.52,4164.88,4135.53,4153.37,20870700
2023-11-08,4148.42,4197.63,4133.46,4178.49,27660530
2023-11-09,4179.35,4234.0,4166.89,4229.2,25142824
2023-11-10,4218.26,4218.26,4176.16,4197.36,25219144
2023-11-13,4205.41,4234.73,4205.41,4232.19,26669416
2023-11-14,4232.4,4304.72,4230.91,4291.72,37242552
2023-11-15,4294.98,4326.72,4294.98,4315.53,29961344
2023-11-16,4315.57,4323.6,4302.45,4302.45,32963090
2023-11-17,4304.0,4347.53,4304.0,4340.77,41324208
2023-11-20,4338.4,4348.49,4330.47,4342.41,31874820
2023-11-21,4343.07,4345.07,4329.53,4331.9,24992656
2023-11-22,4335.78,4357.1,4335.78,4352.02,22322532
2023-11-23,4352.73,4363.65,4350.42,4361.32,18317376
2023-11-24,4357.95,4375.83,4356.08,4372.1,21635364
2023-11-27,4369.92,4376.7,4353.27,4354.41,22306272
2023-11-28,4350.34,4350.34,4328.12,4348.02,23473700
2023-11-29,4341.3,4382.15,4341.3,4370.53,30478736
2023-11-30,4370.39,4392.81,4361.83,4382.47,55338104
2023-12-01,4393.04,4420.57,4393.04,4418.51,23410396
2023-12-04,4414.3,4426.55,4405.33,4414.95,25291676
2023-12-05,4414.33,4457.82,4412.67,4452.77,31965060
2023-12-06,4460.33,4495.3,4458.53,4483.26,32538512
2023-12-07,4480.52,4480.52,4465.25,4473.77,31121808
2023-12-08,4477.04,4531.54,4477.04,4523.31,26885996
2023-12-11,4522.79,4544.13,4519.62,4540.19,24134812
2023-12-12,4544.41,4561.11,4535.04,4536.61,26300034
2023-12-13,4539.45,4554.13,4528.99,4530.19,27793328
2023-12-14,4541.47,4593.11,4515.92,4539.16,47268288
2023-12-15,4551.03,4579.9,4542.11,4549.44,62263844
2023-12-18,4540.12,4541.42,4513.1,4521.13,22240500
2023-12-19,4522.13,4538.32,4519.28,4535.4,23305172
2023-12-20,4538.12,4546.06,4515.52,4533.82,22434572
2023-12-21,4522.49,4524.86,4503.36,4524.86,16748291
2023-12-22,4520.6,4528.05,4505.73,4521.47,17782170
2023-12-27,4521.8,4542.33,4520.51,4528.38,16854444
2023-12-28,4536.68,4542.75,4512.64,4514.38,14424989
2023-12-29,4518.12,4536.44,4517.31,4521.65,13276942
2024-01-02,4528.45,4568.8,4484.82,4512.81,26473240
2024-01-03,4514.2,4515.7,4433.14,4448.13,26376204
2024-01-04,4451.72,4476.72,4443.42,4474.01,28082848
2024-01-05,4458.74,4474.88,4418.08,4463.51,28778100
2024-01-08,4461.8,4487.26,4438.49,4485.48,21900208
2024-01-09,4486.99,4486.99,4446.62,4467.17,25544832
2024-01-10,4467.15,4484.8,4459.54,4468.98,20340960
2024-01-11,4481.4,4510.01,4441.46,4442.28,24082000
2024-01-12,4453.24,4492.77,4453.24,4480.02,20703544
2024-01-15,4483.98,4489.49,4451.03,4454.68,16286929
2024-01-16,4443.21,4448.45,4414.44,4446.51,22717700
2024-01-17,4420.6,4420.6,4380.97,4403.08,26429036
2024-01-18,4417.56,4455.47,4408.42,4453.05,25615752
2024-01-19,4465.2,4476.78,4437.5,4448.83,26267810
2024-01-22,4454.45,4495.43,4454.45,4480.32,24707848
2024-01-23,4487.51,4496.39,4456.78,4465.91,21306710
2024-01-24,4469.79,4564.11,4469.6,4564.11,30202864
2024-01-25,4562.34,4584.87,4545.52,4582.26,30570750
2024-01-26,4572.13,4639.05,4572.13,4635.47,24797144
2024-01-29,4636.77,4639.36,4622.46,4639.36,26589736
2024-01-30,4647.41,4667.42,4642.26,4662.7,31631284
2024-01-31,4659.87,4674.74,4642.69,4648.4,36656776
2024-02-01,4641.94,4656.52,4619.48,4638.6,38356040
2024-02-02,4645.78,4676.71,4645.78,4654.55,29245456
2024-02-05,4656.05,4667.4,4638.33,4655.27,41763960
2024-02-06,4667.5,4692.44,4660.02,4690.87,40126792
2024-02-07,4691.57,4694.88,4677.92,4678.85,36290924
2024-02-08,4687.21,4720.78,4682.83,4710.78,26948826
2024-02-09,4711.33,4723.77,4696.51,4715.87,30842290
2024-02-12,4720.3,4746.35,4720.3,4746.35,21602818
2024-02-13,4746.46,4746.46,4671.99,4689.28,22710450
2024-02-14,4685.94,4712.89,4681.62,4709.22,20156468
2024-02-15,4713.78,4749.27,4713.78,4743.17,26283992
2024-02-16,4754.43,4782.79,4750.76,4765.65,28820008
2024-02-19,4755.75,4765.82,4744.59,4763.07,17297246
2024-02-20,4757.95,4766.62,4749.18,4760.28,20499412
2024-02-21,4761.24,4782.56,4756.68,4775.31,27017304
2024-02-22,4812.02,4866.06,4812.02,4855.36,29131200
2024-02-23,4857.41,4881.66,4850.32,4872.57,28690768
2024-02-26,4865.87,4870.43,4859.49,4864.29,25387100
2024-02-27,4865.54,4887.85,4863.81,4885.74,24235176
2024-02-28,4883.84,4887.18,4874.94,4883.77,22071216
2024-02-29,4883.77,4898.37,4872.63,4877.77,52106512
2024-03-01,4888.58,4904.85,4874.03,4894.86,36359432
2024-03-04,4904.58,4915.44,4897.94,4912.92,19696236
2024-03-05,4909.42,4913.1,4886.07,4893.07,29832830
2024-03-06,4890.84,4920.57,4889.58,4915.49,31096724
2024-03-07,4901.01,4978.19,4891.79,4974.22,33778932
2024-03-08,4974.97,4986.57,4961.11,4961.11,25083624
2024-03-11,4932.2,4938.65,4913.84,4930.42,28433100
2024-03-12,4937.76,4985.1,4926.21,4983.2,33567600
2024-03-13,4985.83,5016.24,4983.82,5000.55,33871192
2024-03-14,5007.73,5031.82,4986.6,4993.12,33713872
2024-03-15,4993.44,5023.65,4986.02,4986.02,83894024
2024-03-18,4993.66,5004.08,4976.61,4982.76,24806878
2024-03-19,4979.06,5007.92,4976.37,5007.92,27400612
2024-03-20,4991.37,5009.13,4980.95,5000.31,23453948
2024-03-21,5042.32,5058.91,5021.14,5052.31,27735064
2024-03-22,5035.13,5037.74,5008.9,5031.15,27334468
2024-03-25,5029.25,5051.47,5013.6,5044.19,22818836
2024-03-26,5046.26,5072.75,5038.73,5064.18,25325928
2024-03-27,5063.27,5095.11,5063.27,5081.74,25287012
2024-03-28,5085.25,5103.26,5081.78,5083.42,31375464
2024-04-02,5096.86,5121.71,5038.63,5042.0,31802954
2024-04-03,5047.8,5071.2,5046.23,5069.25,27231624
2024-04-04,5071.83,5089.33,5065.65,5070.76,23602064
2024-04-05,5043.61,5043.61,4985.67,5014.75,36778892
2024-04-08,5012.02,5053.0,5005.31,5046.05,19822216
2024-04-09,5038.73,5038.73,4981.23,4990.9,24097668
2024-04-10,5006.5,5037.18,4951.19,5000.83,28801988
2024-04-11,4994.15,5010.09,4934.4,4966.68,30613248
2024-04-12,4986.03,5023.9,4935.03,4955.01,27782628
2024-04-15,4969.0,5034.73,4969.0,4984.48,24465186
2024-04-16,4962.15,4962.15,4899.41,4916.99,27874412
2024-04-17,4918.73,4968.41,4898.9,4914.13,22788072
2024-04-18,4924.83,4943.98,4907.61,4936.57,27889700
2024-04-19,4911.59,4933.38,4884.12,4918.09,35229792
2024-04-22,4921.04,4954.18,4913.7,4936.85,28703088
2024-04-23,4941.29,5011.1,4941.29,5008.17,35177960
2024-04-24,5004.91,5031.84,4981.81,4989.88,30865996
2024-04-25,4993.35,4994.41,4900.27,4939.01,27537292
2024-04-26,4950.22,5017.98,4950.22,5006.85,26649828
2024-04-29,5014.22,5026.82,4980.42,4981.09,28179408
2024-04-30,4985.54,4988.12,4916.57,4921.22,33802308
2024-05-01,4921.22,4921.22,4921.22,4921.22,33802308
2024-05-02,4907.33,4913.71,4888.11,4890.61,35992104
2024-05-03,4917.05,4946.05,4896.45,4920.95,0
2024-05-06,4921.02,4969.12,4920.93,4956.96,22143794
2024-05-07,4969.82,5016.71,4967.81,5016.1,29592804
2024-05-08,5025.3,5047.54,5023.74,5038.17,28177008
2024-05-09,5019.32,5057.23,5013.77,5054.41,24099068
2024-05-10,5060.73,5096.89,5060.73,5085.08,33566364
2024-05-13,5083.54,5087.92,5068.06,5078.96,23625792
2024-05-14,5079.37,5083.55,5057.94,5080.29,35579656
2024-05-15,5083.25,5102.3,5075.06,5100.9,28208252
2024-05-16,5094.77,5101.41,5068.11,5072.45,26348916
2024-05-17,5061.44,5068.39,5040.23,5064.14,33517130
2024-05-20,5060.62,5079.04,5060.62,5074.34,24054362
2024-05-21,5064.87,5064.87,5026.07,5046.99,24688036
2024-05-22,5044.22,5045.09,5020.7,5025.17,22042434
2024-05-23,5026.7,5064.5,5025.28,5037.6,20899164
2024-05-24,5027.94,5040.89,4991.7,5035.41,19360818
2024-05-27,5038.92,5059.2,5033.56,5059.2,12097623
2024-05-28,5060.38,5071.39,5015.85,5030.35,20622564
2024-05-29,5027.52,5027.53,4955.84,4963.2,23440422
2024-05-30,4954.78,4985.87,4947.21,4982.18,22460814
2024-05-31,4985.71,5000.76,4967.19,4983.67,58901776
2024-06-03,5008.1,5039.55,4997.01,5003.54,22739016
2024-06-04,5001.97,5001.97,4942.14,4953.37,31519260
2024-06-05,4972.72,5044.02,4972.72,5035.66,23775026
2024-06-06,5051.94,5082.07,5049.88,5069.09,23370194
2024-06-07,5072.88,5077.21,5018.35,5051.31,21974208
2024-06-10,5027.86,5027.86,4973.88,5016.48,23405980
